accommodatie_id;accommodatie naam;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;aantal voorzieningen;aantal indoor voorzieningen;aantal outdoor voorzieningen;aantal outdoor kunstgrasvelden;aantal outdoor natuurgrasvelden;aantal outdoor semi-watervelden;aantal outdoor watervelden;aantal sporthallen;aantal sportzalen;aantal gymzalen;sport
241;Golfbaan Amelisweerd;2000;138791;452777;Mereveldseweg 7;3585lh;utrecht;utrecht;utrecht;27;0;27;0;0;0;0;0;0;0;golf
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;basketbal
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;beachvolleybal
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;floorball
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;0;3;1;1;0;1;0;0;0;hockey
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;korfbal
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;2;0;2;0;2;0;0;0;0;0;rugby
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;squash
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;tafeltennis
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;9;0;9;0;0;0;0;0;0;0;tennis
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;2;0;2;1;1;0;0;0;0;0;voetbal
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;volleybal
1477;Sportcentrum Olympos;1995;140466;455898;Uppsalalaan 3;3584ct;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;3;0;0;zaalsport
1478;Papendorp;2007;134426;453517;Tirionlaan 1C;3528bm;utrecht;utrecht;utrecht;4;0;4;0;0;0;0;0;0;0;tennis
1479;T.C. Domstad;2000;134108;454807;Kennedylaan 7;3533kh;utrecht;utrecht;utrecht;17;0;17;0;0;0;0;0;0;0;tennis
1480;Sportpark Rijnvliet;2013;133153;454061;Sportpark Rijnvliet 1;3545ea;utrecht;utrecht;utrecht;10;1;9;0;0;0;0;0;0;0;tennis
1481;Werkspoorkwartier;1987;134208;457009;Nijverheidsweg 10;3534am;utrecht;utrecht;utrecht;3;0;3;0;0;0;0;0;0;0;tennis
1482;Tennis Academy Utrecht;;134421;460401;Manitobadreef 8;3565ch;utrecht;utrecht;utrecht;2;0;2;0;0;0;0;0;0;0;tennis
1514;Sportpark Marco van Basten;2005;133984;456186;Kanaalweg 174;3533hl;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;jeu de boules
1514;Sportpark Marco van Basten;2005;133984;456186;Kanaalweg 174;3533hl;utrecht;utrecht;utrecht;4;0;4;4;0;0;0;0;0;0;tennis
1514;Sportpark Marco van Basten;2005;133984;456186;Kanaalweg 174;3533hl;utrecht;utrecht;utrecht;3;0;3;3;0;0;0;0;0;0;voetbal
1515;Sportpark Welgelegen;2008;135313;454620;Grebbeberglaan 4;3527vx;utrecht;utrecht;utrecht;2;0;2;1;0;0;1;0;0;0;hockey
1515;Sportpark Welgelegen;2008;135313;454620;Grebbeberglaan 4;3527vx;utrecht;utrecht;utrecht;2;0;2;0;0;0;0;0;0;0;jeu de boules
1515;Sportpark Welgelegen;2008;135313;454620;Grebbeberglaan 4;3527vx;utrecht;utrecht;utrecht;3;0;3;0;0;0;0;0;0;0;tennis
1515;Sportpark Welgelegen;2008;135313;454620;Grebbeberglaan 4;3527vx;utrecht;utrecht;utrecht;3;0;3;2;1;0;0;0;0;0;voetbal
1516;Tennispark LTC Vechtlust;1966;133841;459909;2e Polderweg 11;3565md;utrecht;utrecht;utrecht;13;0;13;0;0;0;0;0;0;0;tennis
1517;Tennispark Voorveldse Polder;1974;138808;457100;Ariënslaan 18;3573pt;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;padel
1517;Tennispark Voorveldse Polder;1974;138808;457100;Ariënslaan 18;3573pt;utrecht;utrecht;utrecht;15;0;15;0;0;0;0;0;0;0;tennis
1518;UTV Kromme Rijn;1977;139104;454338;Mytylweg 49;3585lk;utrecht;utrecht;utrecht;7;0;7;0;0;0;0;0;0;0;tennis
1752;De Krommerijn;2014;139276;454982;Weg naar Rhijnauwen 3;3584ad;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;beachvolleybal
1752;De Krommerijn;2014;139276;454982;Weg naar Rhijnauwen 3;3584ad;utrecht;utrecht;utrecht;3;1;2;0;0;0;0;0;0;0;zwemmen
1766;skipiste nieuwegein;;132489,926;449659,942;nedereindseweg 501a;3546pm;utrecht;utrecht;utrecht;4;0;4;0;0;0;0;0;0;0;skieen
1889;Sportpark Maarschalkerweerd;;139196;454469;Mytylweg 79;3585LK;utrecht;utrecht;utrecht;2;0;2;0;0;0;0;0;0;0;atletiek
1890;Sportpark Maarschalkerweerd;1962;139014;454664;Blauwe Vogelweg 11;3585lk;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;zwemmen
2023;Sportpark Voordorp;1991;138617;457713;Voorveldselaan 2;3573pv;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;jeu de boules
2023;Sportpark Voordorp;1991;138617;457713;Voorveldselaan 2;3573pv;utrecht;utrecht;utrecht;7;0;7;6;0;0;0;0;0;0;tennis
2024;sportpark maarschalkerweerd;1900;139258;454733;mytylweg 100;3585lk;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;jeu de boules
2190;sportpark overvecht-noord I;1966;134374;460435;2e Polderweg 11;3565md;utrecht;utrecht;utrecht;4;0;4;0;4;0;0;0;0;0;voetbal
2225;onbekend;;139014;454664;blauwe-vogelweg 11;3585lm;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
2225;onbekend;;139014;454664;blauwe-vogelweg 11;3585lm;utrecht;utrecht;utrecht;3;0;3;0;0;0;0;0;0;0;cricket
2226;onbekend;2006;138760;457478;voorveldselaan 4;3573pv;utrecht;utrecht;utrecht;2;0;2;0;0;0;0;0;0;0;cricket
2227;onbekend;;132933;459458;burg. norbruislaan 680;3565ch;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;cricket
2387;Sportpark Welgelegen;1983;135137;454872;Admiraal Helfrichlaan 20;3527kv;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;honkbal
2387;Sportpark Welgelegen;1983;135137;454872;Admiraal Helfrichlaan 20;3527kv;utrecht;utrecht;utrecht;2;0;2;0;0;0;0;0;0;0;softbal
2513;sportcomplex kampong;;138835;454441;Laan van Maarschalkerweerd 2;3585lj;utrecht;utrecht;utrecht;10;0;10;0;0;0;0;0;0;0;jeu de boules
2514;julianapark;1960;134323;457759;julianaparklaan 9;3553hk;utrecht;utrecht;utrecht;25;0;25;0;0;0;0;0;0;0;jeu de boules
3231;manege 't hoogt;1890;135892;460071;gageldijk 104;3566mh;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;paardensport
3232;manege amelisweerd;1997;138437;453760;koningsweg 139;3585la;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;paardensport
3233;manege en ponycentrum groenesteyn;1900;138944;456682;biltsestraatweg 88;3573ps;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;paardensport
3234;manege maria's hoeve;1877;132562;454985;zandweg 43;3544aa;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;paardensport
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;basketbal
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;boksen
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;dansen
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;fitness
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;handbal
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;handboogschieten
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;hockey
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;tafeltennis
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;tennis
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalvoetbal
5307;De Hoogstraat Revalidatie;1988;138448;455464;Rembrandtkade 10;3583tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;zwemmen
5308;david lloyd sports & health club;1985;134418;459378;mississippidreef 161;3565ce;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;basketbal
5308;david lloyd sports & health club;1985;134418;459378;mississippidreef 161;3565ce;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
5308;david lloyd sports & health club;1985;134418;459378;mississippidreef 161;3565ce;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;squash
5308;david lloyd sports & health club;1985;134418;459378;mississippidreef 161;3565ce;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;zaalsport
5308;david lloyd sports & health club;1985;134418;459378;mississippidreef 161;3565ce;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;zwemmen
5309;Aquacenter Den Hommel;1962;134234;454786;Kennedylaan 5;3533kh;utrecht;utrecht;utrecht;6;5;1;0;0;0;0;0;0;0;zwemmen
5310;medicort/ zwembad waterwijs;1966;134948;453611;jan cornelisz maylaan 6;3526gv;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;zwemmen
5311;De Kwakel;1995;135568;458624;Paranádreef 10;3563ax;utrecht;utrecht;utrecht;5;5;0;0;0;0;0;0;0;0;zwemmen
5312;sauna la mar;1962;136255;453011;jutfaseweg 223a;3522hs;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;zwemmen
5313;umc utrecht;1985;140771;455327;heidelberglaan 100;3584cx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;zwemmen
8808;Sporthal Loevenhout;2018;136039;457745;Loevenhoutsedijk 2;3552xe;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
8809;KBS Stepping Stones;1966;137730;454976;Notebomenlaan 137;3582cj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;schermen
8809;KBS Stepping Stones;1966;137730;454976;Notebomenlaan 137;3582cj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8810;Auris Fortaal Bovenbouw;1970;135161;459087;Agavedreef 92;3563en;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8811;Gertrudisschool;;136483;454268;Amaliadwarsstraat 2;3522ar;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8812;Rafaelschool Onderbouw;1977;134195;454551;Attleeplantsoen 39;3527ba;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8813;STIP VSO;2014;135774;453009;Europalaan 89;3526kp;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;0;0;3;zaalsport
8814;Basisschool De Odyssee;1932;137765;455333;Homeruslaan 40;3581mj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8815;Kromme Rijn College;2011;137614;454536;Kranenburgerweg 20;3582gr;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8816;Gymzaal Lanslaan;;135638;453889;Lanslaan 12;3526xh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8817;Aboe Daoedschool;1928;135367;458102;Marnixlaan 362;3552hm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8818;De Sint Maartenschool;1995;136782;458647;Neckardreef 20;3562cp;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8819;Utrechtse Buitenschool De Schans;1979;134722;459168;Orinocodreef 15;3563st;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8820;OBS De Cirkel;1999;134369;458504;Prinses Margrietstraat 124;3554gj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8821;Auris Rotsoord;1961;136775;453942;Rotsoord 36;3523cl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8822;Auris Fortaal Onderbouw;1973;135240;458761;Santa Cruzdreef 30;3563vj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8823;KSU de Catharijnepoort;1994;135223;456280;Staringstraat 1;3532vm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8824;Anne Frankschool;2008;135214;454419;Van Bijnkershoeklaan 280;3527xl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8825;SO Fier;2019;138090;457806;Winklerlaan 79;3571kl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8826;CBS De Piramide;1931;134549;458129;Bisschopsplein 8;3553sk;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8827;St. Bonifatiuscollege;1960;137829;455011;Burgemeester Fockema Andreaelaan 7-9;3582ka;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
8828;KBS Op De Groene Alm;2016;133398;455640;3e Oosterparklaan 71;3541sc;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8829;Taekwondo Eddeane;1967;136555;458294;La Bohèmedreef 5;3561kw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8830;Kranenburg Praktijkonderwijs;2012;138045;454287;Tamboersdijk 9;3582tz;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8831;Gymzaal Vondellaan;2002;136485;454511;Vondellaan 178;3521gh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8832;Utrechts Stedelijk Gymnasium;2011;137586;454916;Ina Boudier-Bakkerlaan 7;3582va;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
8833;Christelijk Gymnasium Utrecht;1953;135259;455588;Koningsbergerstraat 2;3531aj;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
8834;Gerrit Rietveld College;2017;137863;458146;Eykmanlaan 1200;3571kh;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
8835;Gymzaal Van Bijnkershoeklaan;1973;135143;454717;Van Bijnkershoeklaan 6;3527xl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8836;Daltonschool Rijnsweerd;2000;138955;455397;Jan Muschlaan 24;3584gv;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8837;Christelijke Jenaplanschool de Brug;1930;134715;455836;Laan van Nieuw-Guinea 20;3531jj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8838;KBS St. Jan de Doper;1961;136752;453406;Rijnhuizenlaan 2-4;3523ja;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8839;UniC Utrecht;2010;135071;454704;Van Bijnkershoeklaan 2;3527xl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8840;OBS De Hoge Raven;2013;136703;452960;Wijnesteinlaan 6;3525al;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8841;Gymzaal Afrikalaan;2015;135018;453559;Afrikalaan 28;3526vn;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8843;Mytylschool De Kleine Prins;1962;139014;454664;Blauwe-Vogelweg 11;3585lk;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;(rolstoel)hockey
8843;Mytylschool De Kleine Prins;1962;139014;454664;Blauwe-Vogelweg 11;3585lk;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
8845;Gymzaal Burgemeester Fockema Andreaelaan;;137803;454945;Burgemeester Fockema Andreaelaan 9;3582ka;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8846;Gymzaal Goeree;;137757;452608;Goeree 6;3524zz;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8847;onbekend;;133961;455665;johan wagenaarkade 46a;3533tg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8848;KBS Onder De Bogen;;132959;456222;Madridstraat 1;3541dz;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8849;Gymzaal Pagodedreef;2017;135607;459937;Pagodedreef 4;3564xs;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
8946;Sporthal UKV de Halter;2004;136132;454616;Heycopplein 5;3521ex;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
9885;Sporthal Sportcampus;2005;132665;456044;Maartvlinder 11;3544da;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;basketbal
9885;Sporthal Sportcampus;2005;132665;456044;Maartvlinder 11;3544da;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;handbal
9885;Sporthal Sportcampus;2005;132665;456044;Maartvlinder 11;3544da;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;klimsport
9885;Sporthal Sportcampus;2005;132665;456044;Maartvlinder 11;3544da;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;volleybal
9885;Sporthal Sportcampus;2005;132665;456044;Maartvlinder 11;3544da;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
9885;Sporthal Sportcampus;2005;132665;456044;Maartvlinder 11;3544da;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalvoetbal
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;badminton
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;basketbal
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;floorball
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;gymnastiek
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;handbal
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;0;turnen
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;vechtsport
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;volleybal
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;zaalsport
9886;Sporthal Nieuw Welgelegen;;135298;454664;Grebbeberglaan 7;3527vx;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;zaalvoetbal
9887;Sporthal Hoograven;1977;136464;453306;Verlengde Hoogravenseweg 203;3523kj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;badminton
9887;Sporthal Hoograven;1977;136464;453306;Verlengde Hoogravenseweg 203;3523kj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;basketbal
9887;Sporthal Hoograven;1977;136464;453306;Verlengde Hoogravenseweg 203;3523kj;utrecht;utrecht;utrecht;2;1;1;0;0;0;0;1;0;0;handbal
9887;Sporthal Hoograven;1977;136464;453306;Verlengde Hoogravenseweg 203;3523kj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;korfbal
9887;Sporthal Hoograven;1977;136464;453306;Verlengde Hoogravenseweg 203;3523kj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;badminton
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;basketbal
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;floorball
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;handbal
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;judo
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;korfbal
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;volleybal
9888;Sporthal Lunetten;1984;138200;452789;Zwarte Woud 201;3524sg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
9889;Sporthal Nieuw Zuilen;2012;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;badminton
9889;Sporthal Nieuw Zuilen;2012;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;basketbal
9889;Sporthal Nieuw Zuilen;2012;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;handbal
9889;Sporthal Nieuw Zuilen;2012;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;korfbal
9889;Sporthal Nieuw Zuilen;2012;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
9890;Sporthal De Dreef;;136604;459248;Schooneggendreef 27;3562gg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;biljart
9890;Sporthal De Dreef;;136604;459248;Schooneggendreef 27;3562gg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;handbal
9890;Sporthal De Dreef;;136604;459248;Schooneggendreef 27;3562gg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
9891;ROC Midden Nederland;2015;135019;453893;Amerikalaan 109;3526vd;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;handbal
9891;ROC Midden Nederland;2015;135019;453893;Amerikalaan 109;3526vd;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
10101;artemis '79;1962;134234;454786;kennedylaan 5a;3533kh;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;handboogschieten
10369;all inn;1990;134293;457432;vlampijpstraat 79;3534ar;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
10369;all inn;1990;134293;457432;vlampijpstraat 79;3534ar;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;squash
10370;Sportcentrum Utrecht;1978;131274;459054;Zonnebaan 22;3542ee;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;judo
10370;Sportcentrum Utrecht;1978;131274;459054;Zonnebaan 22;3542ee;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;squash
10370;Sportcentrum Utrecht;1978;131274;459054;Zonnebaan 22;3542ee;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;zaalsport
10371;squash utrecht;1990;136269;457875;taagdreef 130;3561vl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;squash
10744;Gymzaal Duurstedelaan;2013;136710;452939;Duurstedelaan 14A;3525ar;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;bewegingsonderwijs
10744;Gymzaal Duurstedelaan;2013;136710;452939;Duurstedelaan 14A;3525ar;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;gymnastiek
10744;Gymzaal Duurstedelaan;2013;136710;452939;Duurstedelaan 14A;3525ar;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;tafeltennis
10744;Gymzaal Duurstedelaan;2013;136710;452939;Duurstedelaan 14A;3525ar;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;vechtsport
10744;Gymzaal Duurstedelaan;2013;136710;452939;Duurstedelaan 14A;3525ar;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
10745;sportpark loevenhoutsedijk;1994;136098;457749;loevenhoutsedijk 4;3552xe;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;bridge
10745;sportpark loevenhoutsedijk;1994;136098;457749;loevenhoutsedijk 4;3552xe;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;tafeltennis
